Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,311.000000,318.649994,309.899994,315.000000,299.645569,45089517
2021-03-11,319.149994,321.350006,313.049988,319.649994,304.068909,39594966
2021-03-12,318.000000,324.100006,317.649994,323.450012,307.683716,29485852
2021-03-15,323.399994,324.950012,314.299988,316.149994,300.739532,36594480
2021-03-16,316.299988,317.398010,307.750000,311.250000,296.078400,54169289
2021-03-17,309.950012,315.600006,309.149994,313.799988,298.504028,69755338
2021-03-18,316.350006,317.100006,309.950012,311.950012,296.744263,39066697
2021-03-19,304.549988,309.799988,300.649994,306.700012,291.750153,129349678
2021-03-22,303.000000,307.799988,301.496002,307.250000,292.273346,64448673
2021-03-23,302.450012,303.049988,294.149994,295.750000,281.333954,93977665
2021-03-24,292.700012,302.649994,291.605988,301.549988,286.851135,55064907
2021-03-25,300.200012,300.350006,289.700012,293.700012,279.383850,50280532
2021-03-26,299.299988,304.000000,297.100006,302.649994,287.897552,55768753
2021-03-29,301.600006,304.000000,297.188995,300.500000,285.852386,44177690
2021-03-30,301.700012,306.549988,299.200012,301.500000,286.803650,31140489
2021-03-31,300.000000,301.600006,294.649994,294.649994,280.287537,42616572
2021-04-01,296.850006,296.950012,289.799988,289.799988,275.673920,48976567
2021-04-06,295.000000,306.100006,293.399994,299.850006,285.234070,86433178
2021-04-07,303.350006,309.899994,299.850006,305.450012,290.561096,52343064
2021-04-08,307.049988,308.423004,295.549988,298.450012,283.902283,45881462
2021-04-09,298.399994,299.549988,293.989014,295.000000,280.620483,48119553
2021-04-12,294.850006,300.500000,291.549988,298.399994,283.854706,57939614
2021-04-13,299.200012,299.500000,295.450012,298.250000,283.712067,27915019
2021-04-14,298.450012,308.700012,296.549988,308.350006,293.319733,59314326
2021-04-15,309.450012,310.299988,302.100006,303.500000,288.706146,35133837
2021-04-16,305.299988,307.899994,300.750000,302.950012,288.182953,43216302
2021-04-19,300.700012,305.740997,299.350006,300.850006,286.185333,32154886
2021-04-20,300.950012,303.299988,290.199005,291.750000,277.528870,68849957
2021-04-21,295.350006,299.200012,292.299988,295.700012,281.286346,38325296
2021-04-22,296.049988,296.950012,292.649994,295.000000,280.620483,28044703
2021-04-23,291.149994,293.500000,289.799988,292.100006,277.861816,43951601
2021-04-26,292.899994,297.799988,290.250000,296.549988,282.094910,31857250
2021-04-27,307.000000,307.447998,294.450012,295.299988,280.905823,57745765
2021-04-28,299.750000,306.450012,298.000000,304.500000,289.657379,65529537
2021-04-29,308.000000,308.250000,302.000000,302.000000,287.279266,63107741
2021-04-30,303.000000,307.450012,301.750000,303.000000,288.230530,60595958
2021-05-04,305.899994,315.132996,305.750000,310.149994,295.032013,67583503
2021-05-05,312.799988,319.000000,311.549988,318.500000,302.974976,57920336
2021-05-06,316.250000,318.750000,310.399994,314.500000,302.697571,64006211
2021-05-07,318.049988,318.100006,309.250000,313.549988,301.783234,61513557
2021-05-10,317.350006,319.850006,314.149994,315.700012,303.852570,68548250
2021-05-11,311.799988,313.549988,304.600006,304.600006,293.169128,59601706
2021-05-12,305.149994,316.549988,303.850006,315.299988,303.467529,52081645
2021-05-13,309.000000,327.750000,301.480988,308.399994,296.826508,54553767
2021-05-14,308.100006,314.000000,308.000000,313.649994,301.879517,39477078
2021-05-17,313.899994,317.000000,308.450012,315.399994,303.563782,33293068
2021-05-18,319.549988,322.299988,315.399994,316.799988,304.911285,52448720
2021-05-19,310.399994,314.399994,305.600006,308.350006,296.778412,57021039
2021-05-20,312.000000,312.000000,305.649994,310.299988,298.655182,43136062
2021-05-21,311.049988,314.600006,307.549988,312.200012,300.483917,36899531
2021-05-24,314.000000,316.399994,311.200012,316.399994,304.526306,21611246
2021-05-25,317.250000,317.950012,310.049988,310.049988,298.414581,26412542
2021-05-26,310.950012,312.649994,308.250000,310.700012,299.040222,35538722
2021-05-27,309.000000,310.100006,304.600006,306.549988,295.045929,72964180
2021-05-28,308.100006,309.799988,304.700012,306.149994,294.660919,44691217
2021-06-01,308.600006,316.799988,308.200012,314.750000,302.938202,85199886
2021-06-02,316.899994,321.750000,315.350006,321.750000,309.675507,47207068
2021-06-03,324.000000,326.100006,317.700012,324.100006,311.937347,43079004
2021-06-04,325.100006,325.950012,319.399994,319.450012,307.461823,22659543
2021-06-07,319.450012,322.299988,315.799988,319.200012,307.221222,15193805
2021-06-08,319.299988,324.600006,316.149994,323.200012,311.071136,51039366
2021-06-09,323.700012,326.450012,320.700012,324.750000,312.562958,33239619
2021-06-10,323.649994,328.261993,320.700989,323.350006,311.215485,23746817
2021-06-11,325.250000,326.649994,322.049988,324.299988,312.129791,29358280
2021-06-14,325.100006,334.299988,324.750000,330.399994,318.000885,79496123
2021-06-15,331.149994,334.600006,326.559998,332.700012,320.214630,41382961
2021-06-16,334.450012,336.950012,328.399994,328.950012,316.605347,61740304
2021-06-17,327.399994,334.450012,323.700012,324.049988,311.889221,59260059
2021-06-18,322.799988,323.399994,313.100006,315.399994,303.563782,86947519
2021-06-21,312.600006,318.899994,308.700012,316.850006,304.959412,36399543
2021-06-22,320.799988,323.850006,320.049988,322.700012,310.589874,35455597
2021-06-23,323.500000,329.799988,323.385010,324.200012,312.033600,34230187
2021-06-24,322.000000,327.350006,321.000000,324.299988,312.129791,25287877
2021-06-25,326.899994,329.250000,325.500000,325.500000,313.284790,27770412
2021-06-28,325.500000,326.950012,314.845001,315.149994,303.323212,34241648
2021-06-29,315.049988,319.600006,313.700012,316.000000,304.141296,20719788
2021-06-30,315.149994,318.250000,311.200012,315.000000,303.178802,29392103
2021-07-01,318.149994,327.200012,316.000000,324.500000,312.322327,36468096
2021-07-02,325.000000,325.899994,321.049988,321.399994,309.338654,31187847
2021-07-05,321.850006,324.750000,320.250000,324.250000,312.081696,13395844
2021-07-06,327.450012,328.500000,310.250000,310.799988,299.136444,55173904
2021-07-07,312.600006,317.691986,305.950012,307.700012,296.152802,51089435
2021-07-08,307.700012,309.350006,301.200012,307.700012,296.152802,37798725
2021-07-09,307.600006,311.250000,304.299988,310.899994,299.232666,31130565
2021-07-12,310.450012,311.450012,305.130005,309.149994,297.548370,20909471
2021-07-13,310.000000,311.100006,305.149994,305.899994,294.420319,19229617
2021-07-14,305.149994,310.600006,304.100006,304.750000,293.313477,50621963
2021-07-15,300.700012,305.149994,293.950012,296.049988,284.939972,67202302
2021-07-16,295.899994,361.709991,290.250000,292.250000,281.282593,34118331
2021-07-19,286.000000,289.200012,276.299988,278.450012,268.000488,65451501
2021-07-20,280.899994,285.000000,275.850006,280.149994,269.636658,81703580
2021-07-21,281.250000,291.100006,279.600006,289.450012,278.587646,53660767
2021-07-22,290.799988,291.750000,282.649994,284.000000,273.342163,34370652
2021-07-23,286.000000,288.100006,282.049988,284.100006,273.438416,24361379
2021-07-26,281.700012,293.149994,281.000000,292.250000,281.282593,37157587
2021-07-27,295.750000,295.750000,288.899994,291.399994,280.464478,30263430
2021-07-28,289.299988,292.649994,288.299988,291.799988,280.849457,41006903
2021-07-29,295.250000,299.899994,293.149994,295.649994,284.554993,37771558
2021-07-30,292.149994,294.114990,287.850006,289.200012,278.347046,45682999
2021-08-02,292.200012,295.799988,289.700012,289.750000,278.876373,31427948
2021-08-03,296.000000,307.100006,295.649994,306.100006,294.612823,83908375
2021-08-04,307.200012,310.649994,299.200012,303.000000,291.629181,73708367
2021-08-05,298.450012,306.049988,297.692993,305.750000,294.275940,54836534
2021-08-06,305.799988,308.000000,303.000000,307.450012,295.912170,37607345
2021-08-09,305.649994,306.399994,300.000000,305.450012,293.987213,37437060
2021-08-10,305.200012,310.117004,302.350006,308.899994,297.307739,41907557
2021-08-11,310.500000,312.700012,308.000000,311.700012,300.002686,27870340
