Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,18.110001,18.549999,18.070000,18.469999,17.634521,13410062
2021-03-11,18.636000,18.688000,18.226000,18.510000,17.672714,13617690
2021-03-12,18.330000,18.650000,18.320000,18.624001,17.781557,9829328
2021-03-15,18.596001,18.680000,18.136000,18.230000,17.405376,10681682
2021-03-16,18.208000,18.292000,17.788000,17.980000,17.166687,13977399
2021-03-17,17.799999,18.062000,17.709999,17.982000,17.168598,12070544
2021-03-18,18.038000,18.120001,17.764000,17.864000,17.055935,10471543
2021-03-19,17.448000,17.820000,17.250000,17.670000,16.870712,21143761
2021-03-22,17.500000,17.524000,17.350000,17.474001,16.683577,9110333
2021-03-23,17.266001,17.274000,16.794001,16.875999,16.112625,18123804
2021-03-24,16.688000,17.204000,16.639999,17.150000,16.374233,17825426
2021-03-25,17.110001,17.118000,16.450001,16.757999,15.999963,14520069
2021-03-26,17.020000,17.282000,16.912001,17.120001,16.345591,15473918
2021-03-29,17.063999,17.284000,17.011999,17.073999,16.301670,12096513
2021-03-30,17.142000,17.326000,17.028000,17.122000,16.347498,9279165
2021-03-31,17.129999,17.212000,16.799999,16.799999,16.040064,11236517
2021-04-01,16.813999,16.927999,16.760000,16.813999,16.053431,9727008
2021-04-06,16.850000,17.132000,16.850000,16.872000,16.108805,14678810
2021-04-07,16.844000,17.042000,16.700001,16.865999,16.103077,11837394
2021-04-08,16.958000,17.010000,16.313999,16.459999,15.715445,14372164
2021-04-09,16.400000,16.496000,16.243999,16.326000,15.587506,8920373
2021-04-12,16.299999,16.535999,16.170000,16.386000,15.644791,12574004
2021-04-13,16.382000,16.398001,16.150000,16.252001,15.516854,9083496
2021-04-14,16.282000,16.804001,16.208000,16.780001,16.020967,12948528
2021-04-15,16.808001,16.809999,16.518000,16.636000,15.883483,9077422
2021-04-16,16.600000,16.709999,16.396000,16.444000,15.700169,10383079
2021-04-19,16.420000,16.540001,16.274000,16.386000,15.644791,6644100
2021-04-20,16.396000,16.486000,15.762000,15.788000,15.073842,14780066
2021-04-21,15.916000,16.167999,15.820000,15.974000,15.251428,13340276
2021-04-22,16.000000,16.011999,15.750000,15.862000,15.144494,10099083
2021-04-23,15.750000,15.866000,15.634000,15.720000,15.008917,7821739
2021-04-26,15.704000,15.982000,15.544000,15.906000,15.186504,8739751
2021-04-27,15.950000,16.007999,15.708000,15.770000,15.056656,8152384
2021-04-28,15.940000,16.156000,15.872000,16.077999,15.350722,11817159
2021-04-29,16.330000,16.414000,15.904000,15.904000,15.184595,16021400
2021-04-30,15.968000,16.066000,15.798000,15.840000,15.123489,10963108
2021-05-03,15.870000,16.000000,15.694000,16.000000,15.276252,7891497
2021-05-04,16.166000,16.506001,15.984000,16.125999,15.396551,16004934
2021-05-05,16.228001,16.518000,16.180000,16.493999,15.747906,15820126
2021-05-06,16.549999,16.724001,16.327999,16.510000,15.763183,14131133
2021-05-07,16.670000,16.742001,16.414000,16.612000,15.860567,13727146
2021-05-10,16.799999,16.886000,16.622000,16.650000,15.896850,12702678
2021-05-11,16.408001,16.450001,15.996000,16.048000,15.322081,18302712
2021-05-12,16.087999,16.700001,15.976000,16.646000,15.893030,13758764
2021-05-13,16.242001,16.330000,15.822000,16.222000,15.651342,12517380
2021-05-14,16.298000,16.648001,16.200001,16.632000,16.046919,10589647
2021-05-17,16.648001,16.742001,16.362000,16.730000,16.141470,12936947
2021-05-18,16.900000,16.996000,16.632000,16.636000,16.050779,14581931
2021-05-19,16.360001,16.455999,15.960000,16.139999,15.572227,15055039
2021-05-20,16.162001,16.233999,15.874000,16.194000,15.624328,11116251
2021-05-21,16.232000,16.459999,16.124001,16.392000,15.815361,12406781
2021-05-24,16.430000,16.466000,16.243999,16.459999,15.880971,5441001
2021-05-25,16.502001,16.510000,15.994000,15.994000,15.431363,11435551
2021-05-26,16.000000,16.170000,15.926000,16.094000,15.527845,12647377
2021-05-27,15.940000,16.046000,15.770000,15.888000,15.329092,13933269
2021-05-28,15.900000,15.990000,15.800000,15.828000,15.271202,8756732
2021-05-31,15.790000,15.800000,15.650000,15.684000,15.132268,5829575
2021-06-01,15.882000,16.180000,15.838000,16.094000,15.527845,13493486
2021-06-02,16.190001,16.469999,16.139999,16.459999,15.880971,15637228
2021-06-03,16.500000,16.516001,16.226000,16.488001,15.907986,9237836
2021-06-04,16.549999,16.556000,16.351999,16.393999,15.817290,8076514
2021-06-07,16.393999,16.474001,16.174000,16.350000,15.774841,5583380
2021-06-08,16.275999,16.296000,15.964000,16.256001,15.684147,10842930
2021-06-09,16.260000,16.476000,16.164000,16.427999,15.850095,9015925
2021-06-10,16.379999,16.752001,16.268000,16.576000,15.992889,11907997
2021-06-11,16.525999,16.750000,16.468000,16.709999,16.122175,9224559
2021-06-14,16.771999,17.222000,16.750000,17.129999,16.527401,17096357
