Date,Open,High,Low,Close,Adj Close,Volume
2021-07-13,37.480000,37.564999,36.915001,37.189999,36.001038,5542747
2021-07-14,37.064999,37.625000,36.970001,37.105000,35.918758,3785439
2021-07-15,36.634998,36.700001,36.035000,36.645000,35.473465,6735172
2021-07-16,36.595001,36.884998,35.884998,36.285000,35.124973,7249288
2021-07-19,35.865002,36.044998,34.610001,34.889999,33.774567,10678934
2021-07-20,35.105000,35.445000,34.264999,34.865002,33.750370,8737348
2021-07-21,35.110001,35.959999,34.814999,35.794998,34.650635,8255255
2021-07-22,36.000000,36.150002,35.520000,35.639999,34.500591,4283311
2021-07-23,35.865002,36.110001,35.590000,35.634998,34.495750,4478444
2021-07-26,35.525002,36.685001,35.310001,36.459999,35.294376,4784517
2021-07-27,36.619999,36.689999,36.209999,36.450001,35.284698,4116038
2021-07-28,36.619999,36.840000,36.320000,36.709999,35.536385,4214433
2021-07-29,37.080002,37.945000,37.049999,37.505001,36.305969,6659171
2021-07-30,37.340000,37.555000,36.580002,36.700001,35.526707,8155157
2021-08-02,36.994999,37.349998,36.689999,36.689999,35.517021,4488857
2021-08-03,36.865002,37.845001,36.865002,37.689999,36.485054,7324353
2021-08-04,37.875000,37.900002,37.189999,37.590000,36.388248,4702013
2021-08-05,37.174999,37.889999,37.145000,37.674999,36.470531,4239949
2021-08-06,37.450001,38.035000,37.415001,37.935001,36.722221,4160940
2021-08-09,37.805000,37.939999,37.435001,37.814999,36.606056,3820417
2021-08-10,37.744999,37.970001,37.525002,37.630001,36.426971,4244872
2021-08-11,37.689999,38.294998,37.650002,38.160000,36.940029,3640347
2021-08-12,38.160000,38.650002,38.150002,38.325001,37.099754,3596049
2021-08-13,38.244999,38.360001,37.959999,38.220001,36.998112,4086224
2021-08-16,37.834999,37.869999,37.365002,37.750000,36.543137,4006558
2021-08-17,37.500000,38.044998,37.369999,37.825001,36.615738,4064003
2021-08-18,37.715000,37.785000,37.380001,37.724998,36.518932,3754908
2021-08-19,36.700001,36.820000,36.134998,36.305000,35.144333,10540641
2021-08-20,36.445000,36.470001,36.180000,36.465000,35.299217,5835436
2021-08-23,36.840000,37.195000,36.535000,37.080002,35.894558,5853018
2021-08-24,37.200001,37.360001,37.005001,37.160000,35.971996,4120930
2021-08-25,37.270000,37.360001,37.009998,37.334999,36.141403,2625755
2021-08-26,37.244999,37.549999,37.070000,37.310001,36.117203,2685683
2021-08-27,37.355000,37.750000,37.174999,37.750000,36.543137,3126438
2021-08-30,37.840000,37.955002,37.610001,37.705002,36.499577,2212395
2021-08-31,37.680000,37.689999,37.060001,37.345001,36.151085,9453228
2021-09-01,37.705002,37.990002,37.070000,37.099998,35.913914,4650752
2021-09-02,37.080002,37.779999,36.980000,37.580002,36.378571,4043538
2021-09-03,37.584999,37.884998,37.174999,37.264999,36.073639,3745680
2021-09-06,37.264999,37.919998,37.150002,37.665001,36.460854,2980357
2021-09-07,37.665001,37.860001,37.369999,37.615002,36.412457,2713500
2021-09-08,37.439999,37.639999,37.005001,37.259998,36.068802,4265614
2021-09-09,36.900002,37.125000,36.689999,36.945000,35.763870,5052232
2021-09-10,36.904999,37.169998,36.509998,36.630001,35.458942,5242783
2021-09-13,36.849998,37.785000,36.830002,37.750000,36.543137,6317875
2021-09-14,37.770000,38.435001,37.584999,37.845001,36.635101,5673389
2021-09-15,37.845001,38.845001,37.840000,38.689999,37.453083,9334848
2021-09-16,38.900002,39.384998,38.665001,38.720001,37.482128,7340521
2021-09-17,39.099998,39.240002,38.165001,38.389999,37.162674,11808387
2021-09-20,37.915001,38.055000,37.334999,37.845001,36.635101,6943257
2021-09-21,37.584999,38.435001,37.535000,38.095001,37.531643,9358190
2021-09-22,38.599998,39.380001,38.535000,39.070000,38.492222,8707498
2021-09-23,39.400002,39.705002,39.134998,39.630001,39.043941,6660186
2021-09-24,39.639999,39.860001,39.310001,39.695000,39.107979,5267276
2021-09-27,39.910000,41.195000,39.785000,41.060001,40.452793,12904333
2021-09-28,41.555000,42.000000,41.279999,41.595001,40.979881,13880191
2021-09-29,41.099998,41.500000,40.369999,41.035000,40.428162,8722511
2021-09-30,41.209999,41.865002,40.875000,41.334999,40.723724,10163250
2021-10-01,40.700001,41.395000,40.514999,41.275002,40.664616,6843143
2021-10-04,41.584999,42.424999,41.185001,42.090000,41.467564,8850439
2021-10-05,41.965000,43.424999,41.820000,43.349998,42.708927,11031582
2021-10-06,43.205002,43.205002,42.314999,42.755001,42.122730,11594677
2021-10-07,42.830002,43.029999,41.880001,42.695000,42.063614,8205608
2021-10-08,43.115002,43.610001,42.849998,43.349998,42.708927,7492965
2021-10-11,43.849998,44.290001,43.660000,44.220001,43.566063,7165322
2021-10-12,43.799999,44.119999,43.500000,43.700001,43.053753,5690310
2021-10-13,43.500000,43.730000,42.750000,43.275002,42.635040,6009732
2021-10-14,43.730000,44.035000,43.400002,43.799999,43.152271,5392985
2021-10-15,44.084999,44.610001,43.970001,44.455002,43.797588,8019827
2021-10-18,44.514999,44.950001,44.404999,44.650002,43.989704,5862350
2021-10-19,44.549999,45.099998,44.355000,44.830002,44.167042,5657379
2021-10-20,44.605000,45.154999,44.430000,44.865002,44.201527,4801321
2021-10-21,44.744999,44.845001,44.099998,44.220001,43.566063,4341551
2021-10-22,44.000000,44.445000,43.634998,43.805000,43.157200,5061555
2021-10-25,44.000000,44.314999,43.805000,43.924999,43.275425,4097437
2021-10-26,44.009998,44.250000,43.639999,43.744999,43.098087,4954047
2021-10-27,43.689999,43.834999,43.235001,43.634998,42.989712,4623519
2021-10-28,43.650002,43.794998,42.830002,43.294998,42.654739,5903395
2021-10-29,43.470001,43.915001,43.119999,43.369999,42.728630,7805387
2021-11-01,43.200001,43.919998,43.165001,43.529999,42.886265,4807172
2021-11-02,43.169998,43.680000,42.985001,43.674999,43.029121,5957680
2021-11-03,43.200001,43.455002,42.625000,42.910000,42.275436,6578422
2021-11-04,42.740002,43.735001,42.689999,43.250000,42.610409,4889313
2021-11-05,42.814999,43.759998,42.799999,43.410000,42.768040,5733591
2021-11-08,43.500000,44.029999,43.330002,43.500000,42.856709,5847805
2021-11-09,43.360001,44.049999,43.250000,43.535000,42.891193,5497680
2021-11-10,43.730000,44.474998,43.715000,43.915001,43.265575,6752352
2021-11-11,43.500000,44.130001,43.410000,43.865002,43.216312,5283755
2021-11-12,43.750000,43.924999,43.174999,43.174999,42.536514,5638576
2021-11-15,43.250000,43.860001,43.169998,43.639999,42.994640,4850767
2021-11-16,43.825001,44.580002,43.730000,43.860001,43.211388,6712875
2021-11-17,43.810001,44.020000,43.419998,43.540001,42.896118,5446414
2021-11-18,43.115002,43.189999,42.779999,43.070000,42.433067,6178698
2021-11-19,43.494999,43.674999,41.724998,41.895000,41.275444,12727917
2021-11-22,41.939999,42.615002,41.814999,42.395000,41.768051,7472702
2021-11-23,42.275002,43.349998,42.130001,42.884998,42.250805,6764292
2021-11-24,43.029999,43.634998,42.845001,43.115002,42.477406,6418515
2021-11-25,43.270000,43.349998,42.810001,43.084999,42.447845,4557711
2021-11-26,41.259998,41.384998,40.099998,40.529999,39.930630,15479769
2021-11-29,41.355000,42.115002,41.009998,41.200001,40.590725,9637094
2021-11-30,40.200001,41.020000,40.084999,40.610001,40.009449,14105234
2021-12-01,41.180000,42.209999,41.115002,41.935001,41.314854,8058706
2021-12-02,41.380001,42.275002,41.259998,42.025002,41.403526,8494764
2021-12-03,42.605000,42.880001,42.174999,42.334999,41.708939,7821778
2021-12-06,42.615002,43.735001,42.615002,43.439999,42.797596,7791727
2021-12-07,43.744999,44.340000,43.709999,44.279999,43.625175,7929206
2021-12-08,44.000000,44.485001,43.674999,44.230000,43.575912,6448620
2021-12-09,44.060001,44.255001,43.580002,43.955002,43.304985,4942452
2021-12-10,43.884998,44.314999,43.755001,44.090000,43.437984,4442611
2021-12-13,44.020000,44.450001,43.455002,43.455002,42.812378,5979628
2021-12-14,43.825001,43.919998,43.290001,43.730000,43.083309,6375347
2021-12-15,43.634998,43.840000,43.070000,43.285000,42.644890,6793530
2021-12-16,44.090000,44.845001,43.950001,44.674999,44.014332,9137943
2021-12-17,44.275002,44.575001,43.619999,43.660000,43.014343,13753862
2021-12-20,42.689999,43.435001,42.299999,43.365002,42.723709,7655859
2021-12-21,43.700001,44.490002,43.514999,44.400002,43.743401,5664033
2021-12-22,44.639999,44.750000,44.115002,44.709999,44.048817,5164530
2021-12-23,44.759998,45.389999,44.700001,45.119999,44.452751,5517384
2021-12-24,44.945000,45.259998,44.770000,44.775002,44.112858,1043080
2021-12-27,44.599998,45.020000,44.485001,44.955002,44.290195,3282268
2021-12-28,44.980000,45.375000,44.900002,45.255001,44.585758,2916252
2021-12-29,45.255001,45.549999,44.665001,44.755001,44.093151,4141465
2021-12-30,44.895000,45.055000,44.665001,44.900002,44.236008,4099251
2021-12-31,44.720001,44.840000,44.590000,44.630001,43.970001,1711261
2022-01-03,44.380001,45.369999,44.325001,44.990002,44.990002,5436592
2022-01-04,45.224998,45.575001,45.000000,45.369999,45.369999,5584211
2022-01-05,45.570000,46.290001,45.459999,45.915001,45.915001,5641479
2022-01-06,45.389999,46.430000,45.220001,45.935001,45.935001,5444172
2022-01-07,46.275002,46.705002,46.090000,46.459999,46.459999,5732405
2022-01-10,46.549999,47.090000,46.410000,46.740002,46.740002,5681747
2022-01-11,46.820000,47.639999,46.494999,47.599998,47.599998,6505491
2022-01-12,48.049999,49.099998,48.020000,49.060001,49.060001,9331583
2022-01-13,48.825001,49.055000,48.320000,48.805000,48.805000,6197728
2022-01-14,48.840000,49.730000,48.674999,49.535000,49.535000,6533053
2022-01-17,49.599998,49.950001,49.419998,49.674999,49.674999,3805535
2022-01-18,49.900002,50.830002,49.639999,50.419998,50.419998,8906341
2022-01-19,50.509998,51.389999,50.340000,51.259998,51.259998,8139395
2022-01-20,51.349998,51.470001,50.020000,50.680000,50.680000,6354172
2022-01-21,50.119999,50.470001,49.174999,49.619999,49.619999,9987592
2022-01-24,49.619999,49.974998,47.650002,47.915001,47.915001,9884998
2022-01-25,48.500000,49.195000,47.980000,49.105000,49.105000,8177125
2022-01-26,49.895000,51.360001,49.720001,51.070000,51.070000,10006277
2022-01-27,50.299999,52.490002,50.020000,51.740002,51.740002,8553119
2022-01-28,51.860001,51.970001,50.490002,51.240002,51.240002,9191640
2022-01-31,51.549999,51.639999,50.040001,50.220001,50.220001,7585497
2022-02-01,50.580002,51.360001,50.330002,51.299999,51.299999,5651831
2022-02-02,51.200001,51.349998,50.220001,50.250000,50.250000,5459094
2022-02-03,50.349998,50.709999,49.305000,49.709999,49.709999,13793140
2022-02-04,50.200001,51.139999,50.099998,50.970001,50.970001,7789174
2022-02-07,51.040001,51.290001,50.490002,51.230000,51.230000,5365826
2022-02-08,51.450001,52.369999,51.220001,51.290001,51.290001,6931199
2022-02-09,51.070000,52.459999,51.000000,52.400002,52.400002,6436455
2022-02-10,52.209999,52.430000,51.410000,51.930000,51.930000,6299551
2022-02-11,51.599998,52.500000,51.430000,52.250000,52.250000,5570067
2022-02-14,52.000000,52.270000,50.980000,51.130001,51.130001,7999873
2022-02-15,51.250000,51.900002,50.110001,51.000000,51.000000,7559606
2022-02-16,50.720001,51.630001,50.549999,51.419998,51.419998,4714726
2022-02-17,50.900002,51.430000,50.220001,50.650002,50.650002,5859702
2022-02-18,50.639999,51.150002,50.180000,50.660000,50.660000,6486390
2022-02-21,50.500000,50.919998,49.735001,49.939999,49.939999,6145128
2022-02-22,49.259998,50.509998,49.160000,49.884998,49.884998,6588023
2022-02-23,49.834999,50.439999,49.445000,49.535000,49.535000,5897010
2022-02-24,48.650002,49.174999,47.355000,47.619999,47.619999,18829075
2022-02-25,47.430000,48.549999,47.355000,48.270000,48.270000,10597115
2022-02-28,47.099998,47.130001,44.750000,45.590000,45.590000,17814292
2022-03-01,45.860001,46.209999,43.970001,44.349998,44.349998,14935059
2022-03-02,44.360001,48.000000,44.275002,47.974998,47.974998,19496825
2022-03-03,48.459999,49.005001,46.174999,46.174999,46.174999,10922562
2022-03-04,45.880001,46.055000,44.279999,44.500000,44.500000,10794060
2022-03-07,43.965000,45.490002,43.599998,44.889999,44.889999,13924706
2022-03-08,45.084999,46.520000,44.945000,45.735001,45.735001,14726942
2022-03-09,46.209999,46.770000,45.485001,46.224998,46.224998,14321264
2022-03-10,46.200001,46.820000,45.380001,45.830002,45.830002,6166257
